case:concept:name,rec_act,rec_res,any_first_batch_match_in_10,appears_anywhere_in_10,path_found_depth_le_200
20191009485,Pending Request for Reservation Closure,BOC,True,True,
20191009496,Request completed with account closure,BOC,True,True,
20191009505,Service closure Request with BO responsibility,00829,True,True,
20191009519,Pending Liquidation Request,BOC,True,True,
20191009524,Pending Request for Reservation Closure,BOC,True,True,
20191009525,Service closure Request with BO responsibility,00829,True,True,
20191009535,Service closure Request with BO responsibility,00842,True,True,
20191009542,Request completed with account closure,BOCSER,True,True,
20191009581,Pending Request for Reservation Closure,BOC,True,True,
20191009585,Pending Request for Reservation Closure,BOC,True,True,
20191009592,Request completed with account closure,BOC,True,True,
20191009599,Pending Request for Reservation Closure,BOC,True,True,
20191009616,Service closure Request with BO responsibility,00842,True,True,
20191009626,Request completed with account closure,BOC,True,True,
20191009630,Request completed with account closure,BOC,True,True,
20191009638,Pending Request for Reservation Closure,BOCSER,True,True,
20191009677,Authorization Requested,00147,True,True,
20191009680,Pending Liquidation Request,BOCSER,True,True,
20191009681,Service closure Request with BO responsibility,00842,True,True,
20191009686,Pending Request for Reservation Closure,BOCSER,True,True,
20191009711,Pending Request for Reservation Closure,BOCSER,True,True,
20191009713,Authorization Requested,00594,True,True,
20191009721,Pending Request for Reservation Closure,BOC,True,True,
20191009722,Pending Request for Reservation Closure,BOC,True,True,
20191009727,Service closure Request with BO responsibility,00829,True,True,
20191009734,Pending Request for Reservation Closure,BOCSER,True,True,
20191009739,Request completed with account closure,BOC,True,True,
20191009759,Pending Request for Reservation Closure,BOC,True,True,
20191009788,Request completed with account closure,BOCSER,True,True,
20191009789,Request completed with account closure,BOC,True,True,
20191009797,Request completed with account closure,BOCSER,True,True,
20191009815,Pending Request for acquittance of heirs,BOC,True,True,
20191009817,Evaluating Request (WITH registered letter),00401,True,True,
20191009819,Service closure Request with BO responsibility,00842,True,True,
20191009830,Request completed with account closure,BOC,True,True,
20191009831,Request completed with account closure,BOC,True,True,
20191009836,Pending Request for Reservation Closure,BOC,True,True,
20191009841,Authorization Requested,00441,True,True,
20191009850,Service closure Request with BO responsibility,00842,True,True,
20191009868,Request completed with account closure,BOC,True,True,
20191009939,Pending Request for Reservation Closure,BOC,True,True,
20191009945,Service closure Request with BO responsibility,00829,True,True,
20191009948,Request completed with account closure,BOC,True,True,
20191009969,Request completed with account closure,BOC,True,True,
20191009973,Pending Request for Reservation Closure,BOC,True,True,
20191009979,Pending Request for Reservation Closure,BOC,True,True,
20191009982,Request completed with account closure,BOCSER,True,True,
20191009984,Request completed with account closure,BOC,True,True,
20191010024,Pending Request for Reservation Closure,BOC,True,True,
20191010030,Service closure Request with BO responsibility,00829,True,True,
20191010039,Request completed with account closure,BOC,True,True,
20191010046,Pending Request for Reservation Closure,BOC,True,True,
20191010048,Pending Request for Reservation Closure,BOC,True,True,
20191010053,Pending Request for Reservation Closure,BOC,True,True,
20191010054,Service closure Request with BO responsibility,00829,True,True,
20191010056,Request completed with account closure,BOC,True,True,
20191010059,Pending Request for Reservation Closure,BOC,True,True,
20191010079,Request completed with account closure,BOC,True,True,
20191010088,Pending Request for Reservation Closure,BOC,True,True,
20191010116,Pending Request for Reservation Closure,BOC,True,True,
20191010121,Evaluating Request (WITH registered letter),00594,True,True,
20191010124,Pending Request for Reservation Closure,BOC,True,True,
20191010126,Service closure Request with BO responsibility,00829,True,True,
20191010151,Request completed with account closure,BOC,True,True,
20191010155,Request completed with account closure,BOC,True,True,
20191010159,Service closure Request with BO responsibility,00829,True,True,
20191010179,Request completed with account closure,BOC,True,True,
20191010185,Pending Request for Reservation Closure,BOC,True,True,
20191010206,Request completed with account closure,BOC,True,True,
20191010208,Pending Request for Reservation Closure,BOCSER,True,True,
20191010213,Service closure Request with BO responsibility,00829,True,True,
20191010218,Request completed with account closure,BOC,True,True,
20191010237,Request completed with account closure,BOC,True,True,
20191010241,Pending Request for Reservation Closure,BOC,True,True,
20191010250,Service closure Request with BO responsibility,00848,True,True,
20191010271,Service closure Request with BO responsibility,00829,True,True,
20191010273,Pending Request for Reservation Closure,BOC,True,True,
20191010278,Evaluating Request (WITH registered letter),00045,True,True,
20191010279,Request completed with account closure,BOC,True,True,
20191010281,Service closure Request with network responsibility,00767,True,True,
20191010286,Service closure Request with BO responsibility,00829,True,True,
20191010289,Pending Request for Reservation Closure,BOC,True,True,
20191010292,Pending Request for Reservation Closure,BOC,True,True,
20191010296,Request completed with account closure,BOC,True,True,
20191010299,Service closure Request with BO responsibility,00829,True,True,
20191010305,Request completed with account closure,BOC,True,True,
20191010322,Service closure Request with BO responsibility,00829,True,True,
20191010328,Pending Request for Reservation Closure,BOC,True,True,
20191010329,Pending Request for Reservation Closure,BOCSER,True,True,
20191010335,Request completed with account closure,BOC,True,True,
20191010347,Request completed with account closure,BOC,True,True,
20191010350,Service closure Request with BO responsibility,00829,True,True,
20191010367,Request completed with account closure,BOC,True,True,
20191010394,Pending Request for acquittance of heirs,BOC,True,True,
20191010408,Request completed with account closure,BOC,True,True,
20191010411,Request completed with account closure,BOC,True,True,
20191010414,Request completed with account closure,BOC,True,True,
20191010418,Pending Liquidation Request,BOC,True,True,
20191010421,Pending Request for Reservation Closure,BOC,True,True,
20191010430,Request completed with account closure,BOC,True,True,
20191010433,Pending Request for Reservation Closure,BOC,True,True,
20191010448,Pending Liquidation Request,BOC,True,True,
20191010483,Request completed with account closure,BOCSER,True,True,
20191010484,Pending Request for Reservation Closure,BOC,True,True,
20191010497,Pending Liquidation Request,BOC,True,True,
20191010506,Pending Request for Reservation Closure,BOCSER,True,True,
20191010510,Request completed with account closure,BOC,True,True,
20191010512,Request completed with account closure,BOCSER,True,True,
20191010514,Evaluating Request (WITH registered letter),00147,True,True,
20191010516,Request completed with account closure,BOC,True,True,
20191010529,Request completed with account closure,BOC,True,True,
20191010532,Pending Request for Reservation Closure,BOC,True,True,
20191010543,Request completed with account closure,BOC,True,True,
20191010555,Pending Request for Reservation Closure,BOC,True,True,
20191010563,Pending Request for Reservation Closure,BOC,True,True,
20191010564,Pending Request for Reservation Closure,BOC,True,True,
20191010565,Service closure Request with BO responsibility,00849,True,True,
20191010567,Request completed with account closure,BOC,True,True,
20191010580,Pending Request for Reservation Closure,BOC,True,True,
20191010582,Request completed with account closure,BOC,True,True,
20191010585,Request completed with account closure,BOC,True,True,
20191010593,Evaluating Request (WITH registered letter),00594,True,True,
20191010600,Service closure Request with BO responsibility,00829,True,True,
20191010603,Pending Request for Reservation Closure,BOCSER,True,True,
20191010606,Pending Request for Reservation Closure,BOC,True,True,
20191010609,Pending Request for Reservation Closure,BOC,True,True,
20191010610,Request completed with account closure,BOC,True,True,
20191010611,Pending Request for Reservation Closure,BOCSER,True,True,
20191010613,Request completed with account closure,BOC,True,True,
20191010619,Request completed with account closure,BOC,True,True,
20191010620,Pending Request for Reservation Closure,BOC,True,True,
20191010628,Pending Request for Reservation Closure,BOC,True,True,
20191010631,Pending Request for Reservation Closure,BOCSER,True,True,
20191010640,Pending Request for Reservation Closure,BOC,True,True,
20191010647,Request completed with account closure,BOC,True,True,
20191010699,Request completed with account closure,BOCSER,True,True,
20191010712,Request completed with account closure,BOCSER,True,True,
20191010724,Pending Request for Reservation Closure,BOC,True,True,
20191010725,Pending Request for Reservation Closure,BOC,True,True,
20191010733,Request completed with account closure,BOC,True,True,
20191010745,Pending Request for acquittance of heirs,BOC,True,True,
20191010749,Request completed with account closure,BOC,True,True,
20191010754,Request completed with account closure,BOC,True,True,
20191010755,Request completed with account closure,BOC,True,True,
20191010764,Pending Request for Reservation Closure,BOC,True,True,
20191010782,Request completed with account closure,BOC,True,True,
20191010795,Service closure Request with network responsibility,00501,True,True,
20191010801,Request completed with account closure,BOC,True,True,
20191010808,Request completed with account closure,BOC,True,True,
20191010818,Request completed with account closure,BOCSER,True,True,
20191010820,Request completed with account closure,BOC,True,True,
20191010821,Pending Request for Reservation Closure,SDCRAP,True,True,
20191010841,Pending Request for Reservation Closure,BOC,True,True,
20191010843,Request completed with account closure,BOCSER,True,True,
20191010846,Pending Request for Reservation Closure,BOC,True,True,
20191010862,Request completed with account closure,BOC,True,True,
20191010875,Pending Request for Reservation Closure,BOC,True,True,
20191010878,Pending Request for Reservation Closure,BOC,True,True,
20191010879,Service closure Request with BO responsibility,00850,True,True,
20191010881,Pending Request for Reservation Closure,BOC,True,True,
20191010888,Request completed with account closure,BOC,True,True,
20191010896,Request completed with account closure,BOC,True,True,
20191010902,Pending Liquidation Request,BOC,True,True,
20191010904,Request completed with account closure,BOC,True,True,
20191010911,Evaluating Request (WITH registered letter),00594,True,True,
20191010920,Request completed with account closure,BOC,True,True,
20191010932,Request completed with account closure,BOC,True,True,
20191010936,Pending Request for Reservation Closure,BOC,True,True,
20191010937,Service closure Request with BO responsibility,00829,True,True,
20191010950,Request completed with account closure,BOC,True,True,
20191010976,Service closure Request with BO responsibility,00829,True,True,
20191010981,Service closure Request with BO responsibility,00829,True,True,
20191010988,Pending Request for Reservation Closure,BOC,True,True,
20191010991,Pending Request for Reservation Closure,BOC,True,True,
20191010994,Service closure Request with BO responsibility,00829,True,True,
20191011006,Service closure Request with BO responsibility,00829,True,True,
20191011012,Request completed with account closure,BOC,True,True,
20191011018,Request completed with account closure,BOC,True,True,
20191011019,Request completed with account closure,BOCSER,True,True,
20191011026,Pending Request for Reservation Closure,SDCRAP,True,True,
20191011033,Pending Request for Reservation Closure,BOC,True,True,
20191011038,Pending Request for Reservation Closure,BOC,True,True,
20191011044,Service closure Request with BO responsibility,00829,True,True,
20191011051,Pending Request for Reservation Closure,BOC,True,True,
20191011054,Request completed with account closure,BOC,True,True,
20191011057,Service closure Request with BO responsibility,00829,True,True,
20191011062,Pending Request for Reservation Closure,BOC,True,True,
20191011067,Pending Request for Reservation Closure,BOC,True,True,
20191011069,Request completed with account closure,BOCSER,True,True,
20191011070,Service closure Request with BO responsibility,BOC,True,True,
20191011071,Service closure Request with BO responsibility,00829,True,True,
20191011098,Pending Request for Reservation Closure,BOC,True,True,
20191011113,Request completed with account closure,BOC,True,True,
20191011125,Pending Liquidation Request,BOCSER,True,True,
20191011126,Service closure Request with BO responsibility,00835,True,True,
20191011127,Pending Request for Reservation Closure,BOC,True,True,
20191011128,Request completed with account closure,BOC,True,True,
20191011143,Request completed with account closure,BOC,True,True,
20191011155,Pending Request for Reservation Closure,BOC,True,True,
20191011157,Request completed with account closure,BOC,True,True,
20191011158,Request completed with account closure,BOCSER,True,True,
20191011161,Request completed with account closure,BOC,True,True,
20191011173,Service closure Request with network responsibility,00501,True,True,
20191011176,Request completed with account closure,BOC,True,True,
20191011177,Pending Request for Reservation Closure,BOC,True,True,
20191011178,Pending Liquidation Request,BOC,True,True,
20191011196,Pending Request for Reservation Closure,BOC,True,True,
20191011207,Request completed with account closure,BOC,True,True,
20191011209,Pending Request for Reservation Closure,BOC,True,True,
20191011211,Pending Request for Reservation Closure,BOC,True,True,
20191011221,Request completed with account closure,BOC,True,True,
20191011225,Request completed with account closure,BOC,True,True,
20191011232,Evaluating Request (WITH registered letter),00147,True,True,
20191011258,Request completed with account closure,BOC,True,True,
20191011264,Pending Request for Reservation Closure,SDCRAP,True,True,
20191011267,Request completed with account closure,BOC,True,True,
20191011272,Pending Request for Reservation Closure,BOC,True,True,
20191011273,Request completed with account closure,BOC,True,True,
20191011277,Request completed with account closure,BOC,True,True,
20191011291,Service closure Request with BO responsibility,00829,True,True,
20191011292,Request completed with account closure,BOC,True,True,
20191011306,Pending Request for Reservation Closure,BOCSER,True,True,
20191011315,Request completed with account closure,BOC,True,True,
20191011319,Service closure Request with BO responsibility,00829,True,True,
20191011321,Request completed with account closure,BOCSER,True,True,
20191011322,Pending Request for acquittance of heirs,BOC,True,True,
20191011325,Request completed with account closure,BOC,True,True,
20191011353,Request completed with account closure,BOCSER,True,True,
20191011354,Request completed with account closure,BOCSER,True,True,
20191011355,Service closure Request with BO responsibility,00842,True,True,
20191011356,Request completed with account closure,BOCSER,True,True,
20191011357,Request completed with account closure,BOCSER,True,True,
20191011358,Request completed with account closure,BOCSER,True,True,
20191011359,Request completed with account closure,BOCSER,True,True,
20191011360,Request completed with account closure,BOCSER,True,True,
20191011361,Request completed with account closure,BOCSER,True,True,
20191011362,Request completed with account closure,BOCSER,True,True,
20191011363,Request completed with account closure,BOCSER,True,True,
20191011364,Request completed with account closure,BOCSER,True,True,
20191011365,Request completed with account closure,BOCSER,True,True,
20191011366,Request completed with account closure,BOCSER,True,True,
20191011367,Request completed with account closure,BOCSER,True,True,
20191011368,Request completed with account closure,BOCSER,True,True,
20191011369,Request completed with account closure,BOCSER,True,True,
20191011370,Pending Liquidation Request,BOCSER,True,True,
20191011371,Request completed with account closure,BOC,True,True,
20191011372,Pending Liquidation Request,BOCSER,True,True,
20191011373,Request completed with account closure,BOCSER,True,True,
20191011374,Request completed with account closure,BOCSER,True,True,
20191011375,Request completed with account closure,BOCSER,True,True,
20191011376,Request completed with account closure,BOCSER,True,True,
20191011377,Request completed with account closure,BOCSER,True,True,
20191011378,Request completed with account closure,BOCSER,True,True,
20191011379,Request completed with account closure,BOC,True,True,
20191011380,Request completed with account closure,BOC,True,True,
20191011381,Request completed with account closure,BOC,True,True,
20191011382,Request completed with account closure,BOC,True,True,
20191011383,Request completed with account closure,BOC,True,True,
20191011384,Request completed with account closure,BOC,True,True,
20191011385,Request completed with account closure,BOC,True,True,
20191011386,Request completed with account closure,BOC,True,True,
20191011387,Request completed with account closure,BOC,True,True,
20191011388,Request completed with account closure,BOCSER,True,True,
20191011389,Request completed with account closure,BOCSER,True,True,
20191011390,Request completed with account closure,BOCSER,True,True,
20191011391,Request completed with account closure,BOCSER,True,True,
20191011392,Request completed with account closure,BOCSER,True,True,
20191011393,Request completed with account closure,BOCSER,True,True,
20191011399,Request completed with account closure,BOCSER,True,True,
20191011404,Request completed with account closure,BOC,True,True,
20191011406,Authorization Requested,00441,True,True,
20191011408,Pending Request for Reservation Closure,BOC,True,True,
20191011412,Authorization Requested,00573,True,True,
20191011413,Request completed with account closure,BOC,True,True,
20191011414,Pending Request for Reservation Closure,BOC,True,True,
20191011417,Pending Request for Reservation Closure,BOC,True,True,
20191011419,Request completed with account closure,BOCSER,True,True,
20191011424,Pending Request for Reservation Closure,BOC,True,True,
20191011429,Request completed with account closure,BOCSER,True,True,
20191011434,Pending Liquidation Request,BOC,True,True,
20191011438,Pending Request for Reservation Closure,BOC,True,True,
20191011450,Pending Request for Reservation Closure,BOCCRF,True,True,
20191011452,Request completed with account closure,BOCSER,True,True,
20191011457,Request completed with account closure,BOCSER,True,True,
20191011463,Service closure Request with BO responsibility,00835,True,True,
20191011470,Request completed with account closure,BOC,True,True,
20191011492,Request completed with account closure,BOC,True,True,
20191011493,Request completed with account closure,BOC,True,True,
20191011494,Pending Request for Reservation Closure,BOC,True,True,
20191011496,Pending Request for Reservation Closure,BOC,True,True,
20191011498,Pending Liquidation Request,BOC,True,True,
20191011512,Pending Liquidation Request,BOC,True,True,
20191011514,Pending Request for Reservation Closure,BOC,True,True,
20191011522,Pending Request for Reservation Closure,BOC,True,True,
20191011539,Request completed with account closure,BOC,True,True,
20191011549,Pending Request for Reservation Closure,BOCSER,True,True,
20191011553,Pending Request for Reservation Closure,BOC,True,True,
20191011556,Service closure Request with BO responsibility,00837,True,True,
20191011559,Pending Request for Reservation Closure,BOC,True,True,
20191011560,Service closure Request with BO responsibility,00829,True,True,
20191011565,Request completed with account closure,BOC,True,True,
20191011566,Pending Request for Reservation Closure,BOC,True,True,
20191011570,Service closure Request with BO responsibility,00849,True,True,
20191011592,Pending Request for Reservation Closure,BOC,True,True,
20191011593,Request completed with account closure,BOC,True,True,
20191011595,Pending Request for Reservation Closure,BOC,True,True,
20191011600,Pending Request for Reservation Closure,BOC,True,True,
20191011601,Request completed with account closure,BOC,True,True,
20191011604,Pending Request for Reservation Closure,BOC,True,True,
20191011607,Service closure Request with BO responsibility,00837,True,True,
20191011616,Request completed with account closure,BOC,True,True,
20191011617,Pending Request for Reservation Closure,BOC,True,True,
20191011622,Request completed with account closure,BOC,True,True,
20191011623,Service closure Request with BO responsibility,00837,True,True,
20191011624,Request completed with account closure,BOC,True,True,
20191011638,Request completed with account closure,BOC,True,True,
20191011640,Request completed with account closure,BOC,True,True,
20191011645,Service closure Request with BO responsibility,00849,True,True,
20191011652,Request completed with account closure,BOC,True,True,
20191011653,Pending Request for Reservation Closure,BOC,True,True,
20191011656,Pending Request for Reservation Closure,BOC,True,True,
20191011665,Service closure Request with BO responsibility,00837,True,True,
20191011677,Evaluating Request (WITH registered letter),00401,True,True,
20191011680,Pending Request for Reservation Closure,BOC,True,True,
20191011684,Request completed with account closure,BOC,True,True,
20191011688,Service closure Request with BO responsibility,00837,True,True,
20191011695,Request completed with account closure,BOC,True,True,
20191011702,Pending Request for Reservation Closure,BOC,True,True,
20191011711,Authorization Requested,00441,True,True,
20191011715,Pending Request for Reservation Closure,BOCSER,True,True,
20191011717,Request completed with account closure,BOC,True,True,
20191011718,Service closure Request with BO responsibility,00837,True,True,
20191011725,Pending Request for Reservation Closure,BOC,True,True,
20191011735,Pending Request for Reservation Closure,BOC,True,True,
20191011739,Service closure Request with network responsibility,00767,True,True,
20191011741,Request completed with account closure,BOCSER,True,True,
20191011743,Authorization Requested,00501,True,True,
20191011745,Request completed with account closure,BOC,True,True,
20191011749,Service closure Request with network responsibility,00767,True,True,
20191011775,Request completed with account closure,BOC,True,True,
20191011778,Request completed with account closure,BOC,True,True,
20191011779,Pending Request for Reservation Closure,BOC,True,True,
20191011789,Request completed with account closure,BOC,True,True,
20191011790,Service closure Request with BO responsibility,00837,True,True,
20191011798,Pending Request for Reservation Closure,BOC,True,True,
20191011800,Request completed with account closure,BOC,True,True,
20191011802,Request completed with account closure,BOCSER,True,True,
20191011809,Pending Request for Reservation Closure,BOC,True,True,
20191011828,Service closure Request with BO responsibility,00837,True,True,
20191011830,Pending Request for Reservation Closure,BOC,True,True,
20191011835,Pending Request for Reservation Closure,BOCSER,True,True,
20191011838,Pending Request for Reservation Closure,BOC,True,True,
20191011840,Pending Request for Reservation Closure,BOC,True,True,
20191011843,Service closure Request with BO responsibility,00849,True,True,
20191011846,Request completed with account closure,BOC,True,True,
20191011851,Authorization Requested,00441,True,True,
20191011855,Request completed with account closure,BOC,True,True,
20191011856,Service closure Request with BO responsibility,00837,True,True,
20191011858,Request completed with account closure,BOC,True,True,
20191011862,Service closure Request with BO responsibility,00835,True,True,
20191011863,Pending Request for Reservation Closure,BOCSER,True,True,
20191011864,Service closure Request with BO responsibility,00837,True,True,
20191011866,Authorization Requested,00501,True,True,
20191011868,Pending Request for Reservation Closure,BOCSER,True,True,
20191011869,Evaluating Request (WITH registered letter),00147,True,True,
20191011870,Evaluating Request (WITH registered letter),00147,True,True,
20191011873,Pending Request for Reservation Closure,BOC,True,True,
20191011878,Pending Request for Reservation Closure,BOC,True,True,
20191011881,Service closure Request with network responsibility,00767,True,True,
20191011885,Pending Request for Reservation Closure,BOC,True,True,
20191011889,Service closure Request with BO responsibility,00837,True,True,
20191011890,Authorization Requested,00441,True,True,
20191011892,Service closure Request with BO responsibility,00837,True,True,
20191011901,Pending Request for Reservation Closure,BOC,True,True,
20191011909,Pending Request for Reservation Closure,BOC,True,True,
20191011918,Request completed with account closure,BOC,True,True,
20191011922,Request completed with account closure,BOC,True,True,
20191011926,Pending Request for Reservation Closure,BOC,True,True,
20191011931,Pending Liquidation Request,BOCSER,True,True,
20191011939,Request completed with account closure,BOC,True,True,
20191011943,Pending Request for Reservation Closure,BOC,True,True,
20191011944,Pending Request for Reservation Closure,BOC,True,True,
20191011948,Pending Request for Reservation Closure,BOC,True,True,
20191011951,Request completed with account closure,BOC,True,True,
20191011963,Request completed with account closure,BOC,True,True,
20191011964,Pending Liquidation Request,BOC,True,True,
20191011968,Request completed with account closure,BOC,True,True,
20191011976,Evaluating Request (WITH registered letter),00147,True,True,
20191011977,Request completed with account closure,BOC,True,True,
20191011982,Pending Request for Reservation Closure,BOCSER,True,True,
20191011983,Request completed with account closure,BOC,True,True,
20191011984,Service closure Request with BO responsibility,00837,True,True,
20191011987,Service closure Request with BO responsibility,00837,True,True,
20191011989,Request completed with account closure,BOC,True,True,
20191011995,Request completed with account closure,BOC,True,True,
20191011996,Request completed with account closure,BOC,True,True,
20191011997,Request completed with account closure,BOC,True,True,
20191011998,Request completed with account closure,BOC,True,True,
20191011999,Request completed with account closure,BOC,True,True,
20191012000,Request completed with account closure,BOC,True,True,
20191012001,Request completed with account closure,BOC,True,True,
20191012002,Request completed with account closure,BOCSER,True,True,
20191012006,Pending Request for Reservation Closure,SDCRAP,True,True,
20191012013,Request completed with account closure,BOC,True,True,
20191012017,Request completed with account closure,BOC,True,True,
20191012018,Request completed with account closure,BOC,True,True,
20191012025,Request completed with account closure,BOC,True,True,
20191012027,Request completed with account closure,BOC,True,True,
20191012030,Service closure Request with BO responsibility,00829,True,True,
20191012033,Request completed with account closure,BOC,True,True,
20191012037,Pending Request for Reservation Closure,BOC,True,True,
20191012040,Request completed with account closure,BOC,True,True,
20191012049,Request completed with account closure,BOCSER,True,True,
20191012055,Evaluating Request (WITH registered letter),00594,True,True,
20191012056,Request completed with account closure,BOC,True,True,
20191012063,Pending Request for Reservation Closure,BOC,True,True,
20191012066,Request completed with account closure,BOCSER,True,True,
20191012071,Request completed with account closure,BOC,True,True,
20191012072,Request completed with account closure,BOC,True,True,
20191012073,Service closure Request with BO responsibility,00842,True,True,
20191012077,Pending Request for Reservation Closure,BOC,True,True,
20191012084,Service closure Request with BO responsibility,00829,True,True,
20191012093,Request completed with account closure,BOC,True,True,
20191012095,Pending Request for Reservation Closure,BOC,True,True,
20191012096,Pending Request for Reservation Closure,BOC,True,True,
20191012100,Request completed with account closure,BOC,True,True,
20191012107,Request completed with account closure,BOC,True,True,
20191012113,Request completed with account closure,BOC,True,True,
20191012116,Request completed with account closure,BOC,True,True,
20191012117,Request completed with account closure,BOC,True,True,
20191012119,Request completed with account closure,BOC,True,True,
20191012121,Service closure Request with BO responsibility,00829,True,True,
20191012125,Pending Request for Reservation Closure,BOC,True,True,
20191012126,Pending Request for Reservation Closure,BOCSER,True,True,
20191012128,Pending Liquidation Request,BOC,True,True,
20191012131,Service closure Request with BO responsibility,00842,True,True,
20191012132,Pending Request for Reservation Closure,BOC,True,True,
20191012135,Pending Request for Reservation Closure,BOC,True,True,
20191012136,Request completed with account closure,BOC,True,True,
20191012141,Service closure Request with BO responsibility,00829,True,True,
20191012142,Service closure Request with network responsibility,00767,True,True,
20191012148,Pending Liquidation Request,BOC,True,True,
20191012152,Request completed with account closure,BOC,True,True,
20191012154,Request completed with account closure,BOC,True,True,
20191012157,Pending Request for Reservation Closure,BOC,True,True,
20191012166,Pending Request for Reservation Closure,BOC,True,True,
20191012168,Authorization Requested,00501,True,True,
20191012175,Service closure Request with network responsibility,00767,True,True,
20191012180,Pending Request for Reservation Closure,BOCSER,True,True,
20191012182,Request completed with account closure,BOC,True,True,
20191012184,Authorization Requested,00501,True,True,
20191012185,Service closure Request with BO responsibility,00829,True,True,
20191012193,Request completed with account closure,BOC,True,True,
20191012195,Pending Request for Reservation Closure,BOCSER,True,True,
20191012203,Pending Request for Reservation Closure,BOCSER,True,True,
20191012210,Request completed with account closure,BOC,True,True,
20191012216,Pending Request for Reservation Closure,BOC,True,True,
20191012218,Pending Request for Reservation Closure,BOC,True,True,
20191012221,Request completed with account closure,BOC,True,True,
20191012225,Service closure Request with BO responsibility,00829,True,True,
20191012226,Request completed with account closure,BOC,True,True,
20191012235,Pending Request for Reservation Closure,BOC,True,True,
20191012251,Pending Request for Reservation Closure,SDCRAP,True,True,
20191012255,Service closure Request with BO responsibility,00829,True,True,
20191012261,Service closure Request with BO responsibility,00829,True,True,
20191012263,Service closure Request with BO responsibility,00842,True,True,
20191012273,Pending Request for Reservation Closure,BOCSER,True,True,
20191012276,Pending Request for Reservation Closure,SDCRAP,True,True,
20191012283,Service closure Request with BO responsibility,00842,True,True,
20191012285,Request completed with account closure,BOC,True,True,
20191012293,Pending Request for Reservation Closure,BOCSER,True,True,
20191012294,Request completed with account closure,BOC,True,True,
20191012302,Pending Request for Reservation Closure,BOCSER,True,True,
20191012303,Request completed with account closure,BOC,True,True,
20191012305,Pending Request for Reservation Closure,BOC,True,True,
20191012307,Service closure Request with BO responsibility,00829,True,True,
20191012313,Pending Liquidation Request,BOC,True,True,
20191012315,Pending Request for Reservation Closure,BOC,True,True,
20191012317,Pending Request for Reservation Closure,BOCSER,True,True,
20191012318,Service closure Request with BO responsibility,00829,True,True,
20191012326,Request completed with account closure,BOCSER,True,True,
20191012336,Request completed with account closure,BOC,True,True,
20191012338,Pending Request for Reservation Closure,BOC,True,True,
20191012341,Service closure Request with BO responsibility,00829,True,True,
20191012349,Pending Request for Reservation Closure,BOCSER,True,True,
20191012350,Pending Request for Reservation Closure,BOC,True,True,
20191012354,Pending Request for Reservation Closure,BOC,True,True,
20191012357,Request completed with account closure,BOC,True,True,
20191012359,Pending Request for Reservation Closure,BOCSER,True,True,
20191012361,Pending Request for Reservation Closure,BOC,True,True,
20191012370,Request completed with account closure,BOC,True,True,
20191012372,Pending Request for Reservation Closure,BOCSER,True,True,
20191012378,Pending Request for Reservation Closure,SDCRAP,True,True,
20191012379,Pending Request for Reservation Closure,BOC,True,True,
20191012381,Evaluating Request (WITH registered letter),00594,True,True,
20191012385,Pending Request for Reservation Closure,BOC,True,True,
20191012386,Pending Liquidation Request,BOC,True,True,
20191012396,Service closure Request with BO responsibility,00829,True,True,
20191012400,Request completed with account closure,BOC,True,True,
20191012406,Service closure Request with BO responsibility,00842,True,True,
20191012408,Request completed with account closure,BOC,True,True,
20191012419,Request completed with account closure,BOC,True,True,
20191012425,Service closure Request with BO responsibility,00829,True,True,
20191012427,Service closure Request with BO responsibility,00835,True,True,
20191012428,Pending Request for Reservation Closure,BOC,True,True,
20191012434,Request completed with account closure,BOC,True,True,
20191012453,Service closure Request with BO responsibility,00829,True,True,
20191012456,Request completed with account closure,BOCSER,True,True,
20191012464,Request completed with account closure,BOC,True,True,
20191012468,Pending Liquidation Request,BOC,True,True,
20191012473,Pending Request for Reservation Closure,BOCSER,True,True,
20191012474,Pending Request for Reservation Closure,BOCSER,True,True,
20191012475,Request completed with account closure,BOC,True,True,
20191012476,Pending Request for Reservation Closure,BOC,True,True,
20191012477,Pending Request for Reservation Closure,BOCSER,True,True,
20191012479,Pending Request for Reservation Closure,BOCSER,True,True,
20191012482,Pending Request for Reservation Closure,BOCSER,True,True,
20191012485,Pending Request for Reservation Closure,BOC,True,True,
20191012486,Request completed with account closure,BOC,True,True,
20191012487,Service closure Request with BO responsibility,00829,True,True,
20191012490,Request completed with account closure,BOC,True,True,
20191012498,Request completed with account closure,BOC,True,True,
20191012510,Request completed with account closure,BOC,True,True,
20191012511,Request completed with account closure,BOCSER,True,True,
20191012521,Request completed with account closure,BOC,True,True,
20191012522,Request completed with account closure,BOC,True,True,
20191012525,Request completed with account closure,BOC,True,True,
20191012526,Request completed with account closure,BOC,True,True,
20191012527,Request completed with account closure,BOC,True,True,
20191012528,Request completed with account closure,BOC,True,True,
20191012529,Request completed with account closure,BOC,True,True,
20191012530,Request completed with account closure,BOC,True,True,
20191012531,Request completed with account closure,BOC,True,True,
20191012532,Request completed with account closure,BOC,True,True,
20191012533,Request completed with account closure,BOC,True,True,
20191012534,Request completed with account closure,BOC,True,True,
20191012535,Request completed with account closure,BOC,True,True,
20191012536,Request completed with account closure,BOC,True,True,
20191012537,Request completed with account closure,BOC,True,True,
20191012538,Request completed with account closure,BOC,True,True,
20191012539,Request completed with account closure,BOC,True,True,
