case:concept:name,concept:name,org:resource,start:timestamp,time:timestamp,CLOSURE_REASON = 1 - Client lost,CLOSURE_REASON = NotDef,CLOSURE_REASON = 4 - Open new bank account. Same dip,CLOSURE_REASON = 2 - Keep bank account. Same dip,CLOSURE_REASON = 7 - Keep other relationships. Same dip,CLOSURE_REASON = 3 - Keep bank account. Different dip,CLOSURE_REASON = 8 - Keep other relationships. Different dip,CLOSURE_REASON = 6 - Relationship changed,CLOSURE_REASON = 5 - Open new bank account. Different dip,CLOSURE_TYPE = Client Recess,CLOSURE_TYPE = Inheritance,CLOSURE_TYPE = Bank Recess,CLOSURE_TYPE = Porting,CLOSURE_TYPE = NotDef
20191012317,Pending Liquidation Request,BOC,2019-01-30 16:33:32+00:00,2019-02-01 15:17:32+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012317,Request completed with account closure,BOC,2019-02-01 15:17:32+00:00,2019-02-01 15:17:32+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012318,Request created,00395,2019-01-25 12:37:03+00:00,2019-01-25 12:41:38+00:00,,,,,,,,,,,,,,
20191012318,Service closure Request with BO responsibility,00829,2019-01-25 12:41:38+00:00,2019-02-12 15:52:38+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012318,Pending Request for Reservation Closure,BOC,2019-02-12 15:52:38+00:00,2019-02-12 15:52:38+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012318,Pending Liquidation Request,BOC,2019-02-12 15:52:38+00:00,2019-02-15 03:47:38+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012318,Back-Office Adjustment Requested,BOC,2019-02-15 03:47:38+00:00,2019-02-19 14:09:38+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012318,Request completed with account closure,BOC,2019-02-19 14:09:38+00:00,2019-02-19 14:09:38+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012326,Request created,00311,2019-01-25 12:38:00+00:00,2019-01-25 12:43:18+00:00,,,,,,,,,,,,,,
20191012326,Service closure Request with network responsibility,NotDef,2019-01-28 13:25:53+00:00,2019-01-29 09:23:51+00:00,,,,,,,,,,,,,,
20191012326,Authorization Requested,00277,2019-01-29 09:23:51+00:00,2019-01-29 17:45:28+00:00,,,,,,,,,,,,,,
20191012326,Service closure Request with BO responsibility,BOC,2019-01-29 17:45:28+00:00,2019-01-30 15:39:26+00:00,,,,,,,,,,,,,,
20191012326,Pending Request for Reservation Closure,BOC,2019-01-30 15:39:26+00:00,2019-01-30 15:43:15+00:00,,,,,,,,,,,,,,
20191012326,Request completed with account closure,BOCSER,2019-01-30 15:43:15+00:00,2019-01-30 15:43:15+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012336,Request created,00243,2019-01-25 12:47:20+00:00,2019-01-25 12:47:44+00:00,,,,,,,,,,,,,,
20191012336,Evaluating Request (NO registered letter),00347,2019-01-25 12:47:44+00:00,2019-01-25 15:39:25+00:00,,,,,,,,,,,,,,
20191012336,Service closure Request with network responsibility,00347,2019-01-28 13:11:40+00:00,2019-01-28 13:27:19+00:00,,,,,,,,,,,,,,
20191012336,Service closure Request with BO responsibility,BOC,2019-01-28 13:27:19+00:00,2019-01-29 14:50:34+00:00,,,,,,,,,,,,,,
20191012336,Pending Request for Reservation Closure,BOC,2019-01-29 14:50:34+00:00,2019-01-29 14:51:10+00:00,,,,,,,,,,,,,,
20191012336,Request completed with account closure,BOC,2019-01-29 14:51:10+00:00,2019-01-29 14:51:10+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012338,Request created,00516,2019-01-25 12:51:02+00:00,2019-01-25 12:51:29+00:00,,,,,,,,,,,,,,
20191012338,Evaluating Request (NO registered letter),00513,2019-01-25 12:51:29+00:00,2019-01-25 12:52:50+00:00,,,,,,,,,,,,,,
20191012338,Service closure Request with network responsibility,00513,2019-01-25 12:54:12+00:00,2019-01-25 12:58:51+00:00,,,,,,,,,,,,,,
20191012338,Pending Request for Reservation Closure,BOC,2019-01-25 12:58:51+00:00,2019-01-25 12:59:51+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012338,Pending Liquidation Request,BOC,2019-01-25 12:59:51+00:00,2019-01-28 11:19:51+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012338,Pending Request for acquittance of heirs,BOC,2019-01-28 11:19:51+00:00,2019-01-28 15:02:51+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012338,Request completed with account closure,BOC,2019-01-28 15:02:51+00:00,2019-01-28 15:02:51+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012341,Request created,00535,2019-01-25 12:51:07+00:00,2019-01-25 12:51:30+00:00,,,,,,,,,,,,,,
20191012341,Evaluating Request (NO registered letter),00566,2019-01-25 12:51:30+00:00,2019-01-25 12:52:22+00:00,,,,,,,,,,,,,,
20191012341,Service closure Request with BO responsibility,00829,2019-01-25 12:52:22+00:00,2019-01-31 15:51:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012341,Network Adjustment Requested,00076,2019-01-31 15:51:22+00:00,2019-02-01 09:00:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012341,Pending Request for Reservation Closure,SDCRAP,2019-02-01 09:00:22+00:00,2019-02-01 09:00:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012341,Pending Liquidation Request,BOC,2019-02-01 09:00:22+00:00,2019-02-04 14:51:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012341,Request completed with account closure,BOC,2019-02-04 14:51:22+00:00,2019-02-04 14:51:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012349,Request created,00147,2019-01-25 12:56:26+00:00,2019-01-25 12:57:21+00:00,,,,,,,,,,,,,,
20191012349,Service closure Request with network responsibility,NotDef,2019-01-25 12:57:21+00:00,2019-01-25 12:58:12+00:00,,,,,,,,,,,,,,
20191012349,Authorization Requested,00194,2019-01-25 12:58:12+00:00,2019-01-25 13:05:51+00:00,,,,,,,,,,,,,,
20191012349,Pending Request for Reservation Closure,BOCSER,2019-01-25 13:05:51+00:00,2019-01-25 13:06:51+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012349,Pending Liquidation Request,BOC,2019-01-25 13:06:51+00:00,2019-01-29 10:22:51+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012349,Request completed with account closure,BOC,2019-01-29 10:22:51+00:00,2019-01-29 10:22:51+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012350,Request created,00037,2019-01-25 12:58:32+00:00,2019-01-30 14:38:39+00:00,,,,,,,,,,,,,,
20191012350,Service closure Request with network responsibility,NotDef,2019-01-30 14:38:39+00:00,2019-01-30 14:39:32+00:00,,,,,,,,,,,,,,
20191012350,Authorization Requested,00345,2019-01-30 14:39:32+00:00,2019-01-30 14:40:22+00:00,,,,,,,,,,,,,,
20191012350,Pending Request for Reservation Closure,BOC,2019-01-30 14:40:22+00:00,2019-01-30 14:41:22+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012350,Pending Liquidation Request,BOC,2019-01-30 14:41:22+00:00,2019-02-01 14:06:22+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012350,Back-Office Adjustment Requested,BOC,2019-02-01 14:06:22+00:00,2019-02-01 15:06:22+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012350,Request completed with account closure,BOC,2019-02-01 15:06:22+00:00,2019-02-01 15:06:22+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012354,Request created,00010,2019-01-25 13:08:48+00:00,2019-01-25 13:09:44+00:00,,,,,,,,,,,,,,
20191012354,Pending Request for Reservation Closure,BOC,2019-01-25 13:09:44+00:00,2019-01-25 13:11:44+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012354,Pending Liquidation Request,BOC,2019-01-25 13:11:44+00:00,2019-01-28 15:59:44+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012354,Request completed with account closure,BOC,2019-01-28 15:59:44+00:00,2019-01-28 15:59:44+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012357,Request created,00220,2019-01-25 13:10:06+00:00,2019-01-25 13:11:50+00:00,,,,,,,,,,,,,,
20191012357,Service closure Request with network responsibility,NotDef,2019-01-25 13:11:50+00:00,2019-01-25 13:12:49+00:00,,,,,,,,,,,,,,
20191012357,Authorization Requested,SB84,2019-01-25 13:12:49+00:00,2019-01-28 11:23:09+00:00,,,,,,,,,,,,,,
20191012357,Service closure Request with BO responsibility,BOC,2019-01-28 18:24:18+00:00,2019-01-30 15:53:39+00:00,,,,,,,,,,,,,,
20191012357,Pending Request for Reservation Closure,BOC,2019-01-30 15:53:39+00:00,2019-01-30 15:55:10+00:00,,,,,,,,,,,,,,
20191012357,Request completed with account closure,BOC,2019-01-30 15:55:10+00:00,2019-01-30 15:55:10+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012359,Request created,00032,2019-01-25 13:11:02+00:00,2019-01-25 13:13:06+00:00,,,,,,,,,,,,,,
20191012359,Service closure Request with network responsibility,NotDef,2019-01-25 13:13:06+00:00,2019-01-25 13:17:19+00:00,,,,,,,,,,,,,,
20191012359,Authorization Requested,00002,2019-01-25 13:17:19+00:00,2019-01-25 15:27:05+00:00,,,,,,,,,,,,,,
20191012359,Pending Request for Reservation Closure,BOCSER,2019-01-25 15:27:05+00:00,2019-01-25 15:29:05+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012359,Pending Liquidation Request,BOC,2019-01-25 15:29:05+00:00,2019-01-29 12:11:05+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012359,Pending Request for acquittance of heirs,BOC,2019-01-29 12:11:05+00:00,2019-01-29 14:04:05+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012359,Request completed with account closure,BOC,2019-01-29 14:04:05+00:00,2019-01-29 14:04:05+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012361,Request created,SB92,2019-01-25 13:35:17+00:00,2019-01-25 13:35:31+00:00,,,,,,,,,,,,,,
20191012361,Evaluating Request (NO registered letter),00054,2019-01-25 13:35:31+00:00,2019-01-25 15:13:51+00:00,,,,,,,,,,,,,,
20191012361,Service closure Request with network responsibility,00054,2019-01-25 15:24:38+00:00,2019-01-29 11:12:22+00:00,,,,,,,,,,,,,,
20191012361,Pending Request for Reservation Closure,BOC,2019-01-29 11:12:22+00:00,2019-01-29 11:15:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012361,Pending Liquidation Request,BOC,2019-01-29 11:15:22+00:00,2019-01-31 08:55:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012361,Request completed with account closure,BOC,2019-01-31 08:55:22+00:00,2019-01-31 08:55:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012370,Request created,00009,2019-01-25 13:25:49+00:00,2019-01-25 13:26:27+00:00,,,,,,,,,,,,,,
20191012370,Evaluating Request (NO registered letter),00324,2019-01-25 13:26:27+00:00,2019-01-30 14:47:37+00:00,,,,,,,,,,,,,,
20191012370,Service closure Request with network responsibility,00324,2019-01-30 14:48:38+00:00,2019-01-30 14:51:11+00:00,,,,,,,,,,,,,,
20191012370,Service closure Request with BO responsibility,BOC,2019-01-30 14:51:11+00:00,2019-01-30 16:35:19+00:00,,,,,,,,,,,,,,
20191012370,Pending Request for Reservation Closure,BOC,2019-01-30 16:35:19+00:00,2019-01-30 16:39:13+00:00,,,,,,,,,,,,,,
20191012370,Request completed with account closure,BOC,2019-01-30 16:39:13+00:00,2019-01-30 16:39:13+00:00,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012372,Request created,00286,2019-01-25 14:35:18+00:00,2019-01-25 14:48:46+00:00,,,,,,,,,,,,,,
20191012372,Service closure Request with network responsibility,NotDef,2019-01-25 14:48:46+00:00,2019-01-25 14:49:52+00:00,,,,,,,,,,,,,,
20191012372,Authorization Requested,00223,2019-01-25 14:49:52+00:00,2019-01-25 14:53:20+00:00,,,,,,,,,,,,,,
20191012372,Pending Request for Reservation Closure,BOCSER,2019-01-25 14:53:20+00:00,2019-01-25 14:54:20+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012372,Pending Liquidation Request,BOC,2019-01-25 14:54:20+00:00,2019-01-29 03:09:20+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012372,Back-Office Adjustment Requested,BOC,2019-01-29 03:09:20+00:00,2019-01-31 12:40:20+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012372,Request completed with account closure,BOC,2019-01-31 12:40:20+00:00,2019-01-31 12:40:20+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012378,Request created,SB74,2019-01-25 14:23:07+00:00,2019-01-25 14:24:26+00:00,,,,,,,,,,,,,,
20191012378,Service closure Request with network responsibility,NotDef,2019-01-25 14:24:26+00:00,2019-01-25 14:25:44+00:00,,,,,,,,,,,,,,
20191012378,Authorization Requested,00594,2019-01-25 14:25:44+00:00,2019-01-28 13:30:25+00:00,,,,,,,,,,,,,,
20191012378,Pending Request for Reservation Closure,SDCRAP,2019-01-28 13:30:25+00:00,2019-01-28 13:31:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012378,Pending Liquidation Request,BOC,2019-01-28 13:31:25+00:00,2019-01-29 15:54:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012378,Pending Request for acquittance of heirs,BOC,2019-01-29 15:54:25+00:00,2019-01-31 09:44:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012378,Request completed with account closure,SDCTCC,2019-01-31 09:44:25+00:00,2019-01-31 09:44:25+00:00,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
20191012379,Request created,SB83,2019-01-25 14:28:00+00:00,2019-01-25 14:28:20+00:00,,,,,,,,,,,,,,
20191012379,Evaluating Request (NO registered letter),00490,2019-01-25 14:28:20+00:00,2019-01-25 15:49:20+00:00,,,,,,,,,,,,,,
20191012379,Service closure Request with network responsibility,00490,2019-01-25 15:50:19+00:00,2019-01-25 16:00:09+00:00,,,,,,,,,,,,,,
20191012379,Pending Request for Reservation Closure,BOC,2019-01-25 16:00:09+00:00,2019-01-25 16:05:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012379,Pending Liquidation Request,BOC,2019-01-25 16:05:09+00:00,2019-01-29 11:09:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012379,Request completed with account closure,BOC,2019-01-29 11:09:09+00:00,2019-01-29 11:09:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012381,Request created,00518,2019-01-25 14:33:36+00:00,2019-01-25 14:35:41+00:00,,,,,,,,,,,,,,
20191012381,Service closure Request with network responsibility,NotDef,2019-01-25 14:35:41+00:00,2019-01-25 14:36:36+00:00,,,,,,,,,,,,,,
20191012381,Service closure Request with BO responsibility,BOC,2019-01-25 14:36:36+00:00,2019-01-30 09:59:36+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012381,Network Adjustment Requested,00876,2019-01-30 10:00:36+00:00,2019-01-30 12:15:36+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012381,Pending Request for Reservation Closure,BOC,2019-01-30 12:15:36+00:00,2019-01-30 12:17:36+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012381,Pending Liquidation Request,BOC,2019-01-30 12:17:36+00:00,2019-01-31 16:48:36+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012381,Request completed with account closure,BOC,2019-01-31 16:48:36+00:00,2019-01-31 16:48:36+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012385,Request created,00878,2019-01-25 14:50:39+00:00,2019-01-25 14:51:09+00:00,,,,,,,,,,,,,,
20191012385,Evaluating Request (NO registered letter),00120,2019-01-25 14:51:09+00:00,2019-01-28 09:24:22+00:00,,,,,,,,,,,,,,
20191012385,Pending Request for Reservation Closure,BOC,2019-01-28 09:24:22+00:00,2019-01-28 09:26:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012385,Pending Liquidation Request,BOC,2019-01-28 09:26:22+00:00,2019-01-30 09:22:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012385,Request completed with account closure,BOC,2019-01-30 09:22:22+00:00,2019-01-30 09:22:22+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Request created,00757,2019-01-25 14:56:43+00:00,2019-01-25 15:08:11+00:00,,,,,,,,,,,,,,
20191012386,Evaluating Request (WITH registered letter),00855,2019-01-25 15:08:11+00:00,2019-01-29 15:39:21+00:00,,,,,,,,,,,,,,
20191012386,Service closure Request with BO responsibility,00855,2019-01-29 15:39:21+00:00,2019-01-30 11:43:52+00:00,,,,,,,,,,,,,,
20191012386,Pending Request for Reservation Closure,BOC,2019-01-30 11:43:52+00:00,2019-01-30 11:47:09+00:00,,,,,,,,,,,,,,
20191012386,Pending Liquidation Request,BOC,2019-01-30 11:47:09+00:00,2019-01-31 14:20:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Request completed with account closure,BOC,2019-01-31 14:20:09+00:00,2019-01-31 14:20:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Service closure Request with network responsibility,00140,2019-01-31 14:20:09+00:00,2019-01-31 16:06:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Authorization Requested,00470,2019-01-31 16:06:09+00:00,2019-01-31 16:13:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Service closure Request with BO responsibility,BOC,2019-01-31 16:13:09+00:00,2019-02-08 13:25:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Pending Request for Reservation Closure,BOC,2019-02-08 13:25:09+00:00,2019-02-08 13:26:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Pending Liquidation Request,BOC,2019-02-08 13:26:09+00:00,2019-02-11 11:40:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Back-Office Adjustment Requested,BOCSER,2019-02-11 11:40:09+00:00,2019-02-12 08:29:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012386,Request completed with account closure,BOC,2019-02-12 08:29:09+00:00,2019-02-12 08:29:09+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012396,Request created,00394,2019-01-25 15:01:56+00:00,2019-01-25 15:02:30+00:00,,,,,,,,,,,,,,
20191012396,Evaluating Request (NO registered letter),00329,2019-01-25 15:02:30+00:00,2019-01-25 15:03:26+00:00,,,,,,,,,,,,,,
20191012396,Service closure Request with BO responsibility,00829,2019-01-25 15:03:26+00:00,2019-02-11 15:09:26+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012396,Pending Request for Reservation Closure,BOC,2019-02-11 15:09:26+00:00,2019-02-11 15:10:26+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012396,Pending Liquidation Request,BOC,2019-02-11 15:10:26+00:00,2019-02-13 12:33:26+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012396,Request completed with account closure,BOC,2019-02-13 12:33:26+00:00,2019-02-13 12:33:26+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012400,Request created,00294,2019-01-28 10:04:32+00:00,2019-01-28 10:04:54+00:00,,,,,,,,,,,,,,
20191012400,Evaluating Request (NO registered letter),00290,2019-01-28 10:04:54+00:00,2019-01-28 14:30:59+00:00,,,,,,,,,,,,,,
20191012400,Service closure Request with network responsibility,00290,2019-01-28 14:37:44+00:00,2019-01-29 11:34:00+00:00,,,,,,,,,,,,,,
20191012400,Service closure Request with BO responsibility,BOC,2019-01-29 11:34:00+00:00,2019-01-30 12:28:50+00:00,,,,,,,,,,,,,,
20191012400,Pending Request for Reservation Closure,BOC,2019-01-30 12:28:50+00:00,2019-01-30 12:31:21+00:00,,,,,,,,,,,,,,
20191012400,Request completed with account closure,BOC,2019-01-30 12:31:21+00:00,2019-01-30 12:31:21+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012406,Request created,00259,2019-01-25 15:11:23+00:00,2019-01-25 15:14:14+00:00,,,,,,,,,,,,,,
20191012406,Service closure Request with BO responsibility,00842,2019-01-25 15:14:14+00:00,2019-01-31 09:10:14+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012406,Pending Request for Reservation Closure,BOC,2019-01-31 09:10:14+00:00,2019-01-31 09:11:14+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012406,Pending Liquidation Request,BOC,2019-01-31 09:11:14+00:00,2019-02-01 14:20:14+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012406,Request completed with account closure,BOC,2019-02-01 14:20:14+00:00,2019-02-01 14:20:14+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012408,Request created,00039,2019-01-25 15:12:10+00:00,2019-01-25 15:12:42+00:00,,,,,,,,,,,,,,
20191012408,Service closure Request with network responsibility,NotDef,2019-01-25 15:12:42+00:00,2019-01-25 15:14:38+00:00,,,,,,,,,,,,,,
20191012408,Authorization Requested,00569,2019-01-25 15:14:38+00:00,2019-01-25 15:19:25+00:00,,,,,,,,,,,,,,
20191012408,Service closure Request with BO responsibility,BOC,2019-01-25 15:19:25+00:00,2019-01-29 11:17:09+00:00,,,,,,,,,,,,,,
20191012408,Pending Request for Reservation Closure,BOC,2019-01-29 11:17:09+00:00,2019-01-29 11:19:16+00:00,,,,,,,,,,,,,,
20191012408,Request completed with account closure,BOC,2019-01-29 11:19:16+00:00,2019-01-29 11:19:16+00:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012419,Request created,00441,2019-01-25 15:24:04+00:00,2019-01-25 15:24:41+00:00,,,,,,,,,,,,,,
20191012419,Evaluating Request (NO registered letter),00214,2019-01-25 15:24:41+00:00,2019-01-25 15:38:40+00:00,,,,,,,,,,,,,,
20191012419,Service closure Request with network responsibility,00214,2019-01-29 10:15:51+00:00,2019-01-29 10:19:05+00:00,,,,,,,,,,,,,,
20191012419,Service closure Request with BO responsibility,BOC,2019-01-29 10:19:05+00:00,2019-01-29 17:22:19+00:00,,,,,,,,,,,,,,
20191012419,Pending Request for Reservation Closure,BOC,2019-01-29 17:22:19+00:00,2019-01-29 17:23:04+00:00,,,,,,,,,,,,,,
20191012419,Request completed with account closure,BOC,2019-01-29 17:23:04+00:00,2019-01-29 17:23:04+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012425,Request created,00732,2019-01-29 11:23:01+00:00,2019-01-29 11:36:31+00:00,,,,,,,,,,,,,,
20191012425,Service closure Request with BO responsibility,00829,2019-01-29 11:36:31+00:00,2019-01-30 16:17:31+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20191012425,Network Adjustment Requested,00870,2019-01-30 16:17:31+00:00,2019-01-30 17:43:31+00:00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
