iter	R2	MAE
885	0.6628167283	0.1092583037
886	0.6628239841	0.1092557348
887	0.6630796182	0.1092131022
888	0.663152664	0.1091929303
889	0.6632037901	0.1091734766
890	0.6632821671	0.1091504474
891	0.6634125559	0.1091167747
892	0.6634489685	0.1090845569
893	0.663478506	0.1090695627
894	0.6637490343	0.1090141823
895	0.6638253055	0.1089884792
896	0.6639384251	0.1089532171
897	0.6639804424	0.1089387037
898	0.6640600689	0.1089088418
899	0.6643368862	0.1088313811
900	0.6643463575	0.1088275165
901	0.6644381003	0.1088013106
902	0.6644468754	0.1087957635
903	0.6646931428	0.1087391013
904	0.664754962	0.108724564
905	0.6647582031	0.1087204176
906	0.6650525172	0.1086398829
907	0.665079908	0.1086253439
908	0.6653882485	0.1085540273
909	0.6655735161	0.1085125139
910	0.6656738367	0.1084800612
911	0.6659017103	0.1084222875
912	0.6661005786	0.1083582947
913	0.6662950524	0.1083244916
914	0.6662995776	0.1083185272
915	0.6664162591	0.1082883494
916	0.6665037083	0.1082695695
917	0.6665217807	0.1082582743
918	0.6666247044	0.10822617
919	0.666641185	0.1082193534
920	0.6666774434	0.1082103468
921	0.6667081936	0.108196111
922	0.6670291496	0.1081289375
923	0.6670873522	0.1080846535
924	0.6671140608	0.1080718143
925	0.6674320926	0.1080169606
926	0.6675360817	0.1079842581
927	0.667693993	0.1079418753
928	0.6677571114	0.107926057
929	0.6678182426	0.1079100406
930	0.6680923907	0.1078519852
931	0.6681418449	0.1078328184
932	0.6681807132	0.1078186768
933	0.6684882626	0.1077390343
934	0.6684903643	0.1077332491
935	0.6685484904	0.1077176473
936	0.6687706672	0.1076717323
937	0.6689068578	0.1076487643
938	0.6689376306	0.1076391175
939	0.6689495632	0.1076351969
940	0.6690713663	0.1075995085
941	0.6692069563	0.1075757318
942	0.6692289669	0.1075636342
943	0.669380257	0.1075211875
944	0.6693940975	0.1075138397
945	0.6694068902	0.1075078062
946	0.6694411604	0.1074979056
947	0.6695786002	0.1074711461
948	0.6696983678	0.1074454219
949	0.6697102204	0.1074376358
950	0.6697834875	0.1074172564
951	0.6699475299	0.1073701496
952	0.6702227539	0.10731572
953	0.6702682826	0.1072984312
954	0.670305002	0.1072892503
955	0.6705164119	0.1072449084
956	0.6705605558	0.1072269887
957	0.6708000374	0.1071765104
958	0.6708507136	0.1071589804
959	0.6710841148	0.1070836199
960	0.6713402146	0.1070208533
961	0.6717207367	0.1069156294
962	0.6718320459	0.1068917199
963	0.6719728594	0.1068588455
964	0.6720303816	0.1068445457
965	0.6720402959	0.1068376016
966	0.6721614559	0.1068117365
967	0.6722409284	0.1067949475
968	0.6722543751	0.1067909979
969	0.6726368548	0.1067018988
970	0.6726445972	0.1066976993
971	0.6727233242	0.1066687885
972	0.672788609	0.1066530852
973	0.6731373509	0.1065738918
974	0.6731761846	0.1065650081
975	0.6733554084	0.1065188645
976	0.6733905989	0.1064995975
977	0.6734097386	0.1064907951
978	0.6736685249	0.106423562
979	0.6736734882	0.1064196932
980	0.673859346	0.1063674392
981	0.6739442723	0.1063506894
982	0.6739506106	0.106347367
983	0.6739850202	0.1063324316
984	0.6740873902	0.1063110729
985	0.674141324	0.1062969924
986	0.6742896123	0.1062635124
987	0.674324205	0.1062510976
988	0.674620897	0.1061806404
989	0.674640832	0.1061743823
990	0.6747682471	0.1061408459
991	0.6748761175	0.1061111106
992	0.6749552978	0.1060822595
993	0.674976879	0.1060703977
994	0.6751981374	0.1060119416
995	0.6752169945	0.1060045578
996	0.675248417	0.1059873993
997	0.6754000701	0.1059469227
998	0.6757495672	0.1058694332
999	0.6757800768	0.1058615368
1000	0.6759146353	0.1058260592
1001	0.6760117051	0.1058033021
1002	0.6762364999	0.1057416706
1003	0.6762685533	0.105722756
1004	0.676336814	0.1057029611
1005	0.676486876	0.1056602449
1006	0.6766628241	0.1056176871
1007	0.6766695367	0.1056129105
1008	0.6767118486	0.105598337
1009	0.6768108939	0.1055715248
1010	0.6769075442	0.1055405866
1011	0.676918661	0.1055355209
1012	0.6769707685	0.1055274435
1013	0.6771150994	0.1054903517
1014	0.6772939301	0.1054439748
1015	0.6773389565	0.105428779
1016	0.6775497191	0.1053537887
1017	0.6775832748	0.1053388069
1018	0.6777531996	0.105294204
1019	0.6777646346	0.1052878653
1020	0.6778541009	0.1052672913
1021	0.677940311	0.1052372871
1022	0.6780472283	0.1052051391
1023	0.6782165538	0.1051514117
1024	0.6784089084	0.1051091152
1025	0.6786772306	0.105062276
1026	0.6787241786	0.1050464689
1027	0.6787291165	0.105041444
1028	0.6788883721	0.1049983561
1029	0.6789204608	0.1049891632
1030	0.6790402386	0.1049473399
1031	0.6791873495	0.1049164175
1032	0.6792306071	0.1048979114
1033	0.6793147196	0.1048812559
1034	0.6794262273	0.1048470955
1035	0.6794559543	0.1048358481
1036	0.6795132051	0.1048083469
1037	0.6795381608	0.1047951644
1038	0.6795818291	0.1047830608
1039	0.6797468676	0.1047567111
1040	0.6798566444	0.1047248593
1041	0.6798644675	0.1047199682
1042	0.6799782975	0.1046974345
1043	0.6800399571	0.1046736111
1044	0.6801185312	0.1046544501
1045	0.680213656	0.1046254613
1046	0.6802962743	0.1045881053
1047	0.6803692537	0.1045730599
1048	0.680448775	0.1045471957
1049	0.6804789378	0.1045398241
1050	0.6805668009	0.1045209611
1051	0.6807914923	0.1044478172
1052	0.6809536399	0.1044126031
1053	0.6809889226	0.1044021689
1054	0.6810868917	0.1043742169
1055	0.6811449184	0.1043587182
1056	0.6812563908	0.1043341408
1057	0.681259136	0.1043318227
1058	0.6812874116	0.1043246526
1059	0.6813344167	0.1043103523
1060	0.6814445483	0.1042893006
1061	0.6816831916	0.1042279921
1062	0.6817673291	0.104204256
1063	0.6819777153	0.1041501072
1064	0.681984608	0.1041444827
1065	0.6820697168	0.1041258933
1066	0.6822083062	0.1040966125
1067	0.6824057587	0.1040486963
1068	0.6825021651	0.1040187624
1069	0.6825878539	0.1039957476
1070	0.6827057439	0.1039611096
1071	0.6827665468	0.1039475816
1072	0.68302233	0.1038978025
1073	0.6830820228	0.1038810842
1074	0.6831654957	0.1038482815
1075	0.6832863228	0.1038238165
1076	0.6835417637	0.103786268
1077	0.6836277336	0.1037620948
1078	0.6836687088	0.1037478825
1079	0.6839023641	0.1036866602
1080	0.6839434005	0.1036719669
1081	0.683945745	0.1036651916
1082	0.6842169453	0.1036002951
1083	0.6847958692	0.1034886368
1084	0.6848577161	0.1034668146
1085	0.6849139439	0.1034468764
1086	0.684941884	0.1034321082
1087	0.6849925075	0.1034169538
1088	0.6850941783	0.1033849288
1089	0.6851428955	0.1033663913
1090	0.6854148745	0.1033042347
1091	0.6854805421	0.1032795301
1092	0.6855691137	0.1032542545
1093	0.6857297259	0.1032230337
1094	0.6858859249	0.1031784527
1095	0.6860405742	0.1031344527
1096	0.6861457188	0.1031076359
1097	0.6865002445	0.1030250534
1098	0.6865596489	0.103001516
1099	0.686764542	0.1029496333
1100	0.6869619	0.1029030269
1101	0.6870873075	0.1028660342
1102	0.6872622628	0.1028139915
1103	0.687449581	0.1027645357
1104	0.6875309729	0.102739613
1105	0.6876938159	0.102695097
1106	0.6877193137	0.1026859042
1107	0.6879643349	0.1026404179
1108	0.6880242387	0.1026233568
1109	0.6880850139	0.1026017619
1110	0.6881544103	0.1025790183
1111	0.6883073295	0.1025441938
1112	0.6883660703	0.1025314325
1113	0.6883926061	0.1025219361
1114	0.6884909735	0.1024883424
1115	0.6886483983	0.1024417724
1116	0.6889342916	0.1023775066
1117	0.6892056678	0.1023284716
1118	0.6893148447	0.1022936273
1119	0.6894403296	0.1022576129
1120	0.6895176363	0.1022334029
1121	0.6895908519	0.1022134029
1122	0.6896788468	0.1021876874
1123	0.689697868	0.1021773585
1124	0.6898087557	0.1021515416
1125	0.6898166626	0.1021475949
1126	0.6899477145	0.1021167775
1127	0.6899569745	0.1021085822
1128	0.6900681881	0.1020758973
1129	0.6901066667	0.1020614946
1130	0.6901230619	0.1020555628
1131	0.6902021345	0.1020402921
1132	0.6902292962	0.1020324817
1133	0.690197006	0.1020008152
1134	0.6904892034	0.101935856
1135	0.6906487933	0.1019092814
1136	0.6907598582	0.1018782534
1137	0.6908841036	0.101839841
1138	0.6910134216	0.1018089288
1139	0.6911089639	0.1017748101
1140	0.6911942637	0.1017512938
1141	0.6912300776	0.1017419098
1142	0.691253598	0.1017314007
1143	0.6913086021	0.1017145076
1144	0.6913606962	0.1016983176
1145	0.6913892259	0.101691032
1146	0.6915269311	0.1016520356
1147	0.691567059	0.1016388887
1148	0.6916167069	0.1016237246
1149	0.6916420527	0.1016085661
1150	0.6917638101	0.1015641472
1151	0.691825075	0.1015437777
1152	0.6918767951	0.1015219681
1153	0.6919390016	0.1015014747
1154	0.6919860849	0.1014864116
1155	0.692008091	0.1014766184
1156	0.6920147701	0.1014712795
1157	0.6920387443	0.1014630552
1158	0.6920644411	0.1014486693
1159	0.692148723	0.101425967
1160	0.69216704	0.1014195421
1161	0.6923205368	0.1013771715
1162	0.6923459209	0.1013673732
1163	0.6926699742	0.1012925952
1164	0.6926965253	0.1012841161
1165	0.6928844986	0.1012414092
1166	0.6928898445	0.1012358372
1167	0.6930976684	0.1012077451
1168	0.6931126884	0.1012031902
1169	0.6932944996	0.1011550411
1170	0.693373837	0.1011345686
1171	0.6933795854	0.1011302958
1172	0.6934443938	0.1011151602
1173	0.6934465865	0.1011126158
1174	0.6936455428	0.1010754055
1175	0.6936953802	0.1010557687
1176	0.6940127832	0.1009930552
1177	0.694137299	0.1009650208
1178	0.694163626	0.1009532994
1179	0.6943482821	0.1008971779
1180	0.6944572658	0.1008691839
1181	0.6945721639	0.1008386632
1182	0.694627758	0.1008177839
1183	0.6946783946	0.1008015638
1184	0.6947427722	0.100781835
1185	0.6947587479	0.1007746901
1186	0.6948402472	0.1007522876
1187	0.6948582259	0.1007440873
1188	0.6949061502	0.1007265684
1189	0.694915118	0.1007214206
1190	0.6949487448	0.100710878
1191	0.6950442222	0.1006827089
1192	0.6951676829	0.100640532
1193	0.6952527124	0.1006217883
1194	0.6953473218	0.1005929703
1195	0.6954258512	0.100571929
1196	0.6956046551	0.1005324025
1197	0.6957159653	0.1004935293
1198	0.695744724	0.1004806177
1199	0.6958714548	0.1004511861
1200	0.695894465	0.1004439256
1201	0.6959014521	0.1004401735
1202	0.6960335458	0.1004068165
1203	0.6961435307	0.1003700159
1204	0.6961520837	0.1003647092
1205	0.6964286949	0.1003092909
1206	0.6966368484	0.1002674048
1207	0.6966810461	0.1002478112
1208	0.6969327398	0.1001842949
1209	0.6970606856	0.1001510151
1210	0.6970849598	0.1001449026
1211	0.6971513784	0.1001312236
1212	0.6971642971	0.1001230629
1213	0.6973105681	0.1000878696
1214	0.6973260815	0.100082226
1215	0.6973766625	0.1000610265
1216	0.6974295064	0.1000404044
1217	0.69743332	0.100036988
1218	0.6976448937	0.09999558813
1219	0.6976806202	0.09997839171
1220	0.6977040381	0.09996328086
1221	0.6977817524	0.09993888519
1222	0.6978177651	0.09992444903
1223	0.6979370883	0.09990089962
1224	0.6979678681	0.09989055032
1225	0.6979924971	0.09988547851
1226	0.6982105095	0.09982744431
1227	0.6982477544	0.09981831216
1228	0.6982892313	0.09980307769
1229	0.6984428898	0.09975449393
1230	0.6984751131	0.09974534002
1231	0.6985776819	0.09972618169
1232	0.6985938021	0.09971945866
1233	0.6985958781	0.09971764585
1234	0.6987921268	0.09967306958
1235	0.698864708	0.09964626506
1236	0.6991068669	0.09958772313
1237	0.6993917564	0.0995130578
1238	0.6993971781	0.09951032084
1239	0.6994827087	0.09947531847
1240	0.6994833051	0.09947224023
1241	0.6995340707	0.09945260989
1242	0.6995445238	0.09944672014
1243	0.6995984222	0.0994287106
1244	0.699677187	0.09941328134
1245	0.6997869809	0.09938139817
1246	0.699921535	0.09935087496
1247	0.6999735927	0.0993376089
1248	0.6999780093	0.09933332568
1249	0.7000353045	0.09931653319
1250	0.7001477219	0.09928562072
1251	0.7003013614	0.09925053827
1252	0.7004194425	0.09921279632
1253	0.7004260845	0.09920789635
1254	0.7004556687	0.09919826048
1255	0.700488354	0.09918564099
1256	0.7004946383	0.09918103474
1257	0.7005035338	0.09917513166
1258	0.7005135636	0.09917163826
1259	0.7005343358	0.09916301139
1260	0.7005451924	0.0991569659
1261	0.7005505177	0.09915370896
1262	0.7007054615	0.0991175359
1263	0.7008263918	0.09909030879
1264	0.7009894546	0.09903666422
1265	0.7009941222	0.09903341713
1266	0.7011697866	0.09899796132
1267	0.7011970904	0.09899266664
1268	0.7012947892	0.0989661618
1269	0.7013308935	0.09895569491
1270	0.701498438	0.09892493831
1271	0.701597351	0.09890400102
1272	0.7017357485	0.09887209029
1273	0.701801873	0.09885538656
1274	0.7019396336	0.09882538607
1275	0.701968889	0.09881309914
1276	0.7021923579	0.09876801828
1277	0.7022165116	0.09875849732
1278	0.7024209803	0.0987063137
1279	0.702567455	0.09866333951
1280	0.7026752494	0.09863817179
1281	0.702807984	0.09861125528
1282	0.7029129319	0.09859171107
1283	0.7029194922	0.09858912987
1284	0.7029303637	0.09857948245
1285	0.7030017234	0.09855768783
1286	0.703075547	0.09853411315
1287	0.7031338793	0.098504685
1288	0.7031351068	0.09850336407
1289	0.703228603	0.0984734919
1290	0.7032650084	0.09845926374
1291	0.7032933066	0.09845023038
1292	0.7033833159	0.09842019818
1293	0.7033950778	0.09841497868
1294	0.7035179766	0.09839038344
1295	0.7036019052	0.09836453804
1296	0.7036875769	0.09834345242
1297	0.7037827244	0.09831510805
1298	0.7038899649	0.09828433032
1299	0.7039476162	0.09826977091
1300	0.7039763405	0.09825373412
1301	0.704050533	0.09823319934
1302	0.704157192	0.0981972127
1303	0.7043477121	0.09812736227
1304	0.7043730698	0.09811886989
1305	0.7044507215	0.09809168145
1306	0.7044699928	0.09808380023
1307	0.7044617365	0.09807409002
1308	0.7045168045	0.09805358619
1309	0.704541688	0.09803789564
1310	0.7047461507	0.09798390344
1311	0.7048073177	0.09796648382
1312	0.7048196978	0.09796218569
1313	0.7048737503	0.09794348771
1314	0.7050092092	0.09790847149
1315	0.7050734486	0.09788900513
1316	0.7052355375	0.09784576406
1317	0.7052484005	0.09784037458
1318	0.7052532485	0.09783437631
1319	0.7053631435	0.09780950478
1320	0.7054392959	0.09779013709
1321	0.7054583877	0.0977825112
1322	0.7054678566	0.09777777132
1323	0.7054886982	0.09776902632
1324	0.7055251664	0.09775955112
1325	0.7055275371	0.0977570891
1326	0.705569802	0.09774382205
1327	0.7056144573	0.09773503229
1328	0.705679662	0.09772264514
1329	0.7058708821	0.09767593409
1330	0.7059653039	0.09764062428
1331	0.706057763	0.09761832956
1332	0.7060955398	0.09760257851
1333	0.706134293	0.09758900184
1334	0.7061696837	0.09757784134
1335	0.7061984606	0.0975733993
1336	0.7062245551	0.09756228029
1337	0.7062860818	0.09754777968
1338	0.70631604	0.09753750015
1339	0.7063347584	0.09752347681
1340	0.7063666049	0.09751171203
1341	0.7063869352	0.09750167739
1342	0.7064076498	0.09749530094
1343	0.7064555346	0.09748244823
1344	0.7065792949	0.09745703599
1345	0.7065876502	0.09745124131
1346	0.7066942545	0.09742664806
1347	0.7067184602	0.09741922759
1348	0.7067394732	0.09740369909
1349	0.7067450001	0.09739865012
1350	0.706833429	0.09737429764
1351	0.7069522609	0.09733789621
1352	0.7070115118	0.09731811456
1353	0.707047411	0.09730615374
1354	0.7071053807	0.09729879717
1355	0.707344783	0.09723479452
1356	0.7074055399	0.0972174438
1357	0.7075441308	0.09718277788
1358	0.7075683637	0.09717639359
1359	0.7076023675	0.09716524957
1360	0.7079410465	0.09708864779
1361	0.7079539133	0.09708385311
1362	0.707956512	0.09707921281
1363	0.708095365	0.09704364464
1364	0.7081657821	0.09702198131
1365	0.708285312	0.09698357059
1366	0.7083220478	0.09697389887
1367	0.7084310062	0.0969337116
1368	0.7085331775	0.09690938865
1369	0.7086141442	0.09688830987
1370	0.7086332123	0.09687745884
1371	0.7087013438	0.09686491009
1372	0.7087624867	0.09684511962
1373	0.7088403809	0.0968264296
1374	0.7089918778	0.09677745842
1375	0.7090829162	0.09675405416
1376	0.7091608825	0.0967337052
1377	0.7093167471	0.09668210102
1378	0.7093787792	0.09667287946
1379	0.70939211	0.09666472104
1380	0.7095122708	0.09662943045
1381	0.7095703023	0.09661519089
1382	0.7096179636	0.09659906965
1383	0.709633257	0.09659309409
1384	0.7096954683	0.0965781528
1385	0.7097111358	0.09656977566
1386	0.7098572982	0.09653174823
1387	0.7099642044	0.0965018781
1388	0.71010597	0.09646484271
1389	0.7101446617	0.09644871824
1390	0.7102417075	0.09642822801
1391	0.710266309	0.09642041788
1392	0.7102707586	0.09641850805
1393	0.7104263775	0.0963910075
1394	0.7105585683	0.09635116655
1395	0.710625694	0.09633693377
1396	0.7106776631	0.09632048574
1397	0.710712617	0.0963120058
1398	0.7107338331	0.09630646219
1399	0.7107552924	0.09629661952
1400	0.7108380308	0.09627198138
1401	0.7110076943	0.09622628795
1402	0.7110567685	0.09621173701
1403	0.71107303	0.09620424722
1404	0.7111209328	0.09619268316
1405	0.7111222754	0.09619055716
1406	0.7112084373	0.09617101849
1407	0.7113026739	0.09615115948
1408	0.7113743174	0.09612095084
1409	0.7114507915	0.09609707006
1410	0.711522975	0.09608367203
1411	0.7115252891	0.09608264283
1412	0.7115790672	0.09605891092
1413	0.711702374	0.09603010549
1414	0.71180658	0.09601137959
1415	0.7118191167	0.09600724046
1416	0.7118330329	0.09600082783
1417	0.711864706	0.09599204982
1418	0.7121567802	0.09591243519
1419	0.7121610458	0.09590983266
1420	0.7122099574	0.09589639472
1421	0.7122102596	0.09589097068
1422	0.7122660963	0.09587057959
1423	0.7123877604	0.09584913329
1424	0.7123939478	0.09584687375
1425	0.7126102796	0.09578965245
1426	0.7126528513	0.09578146898
1427	0.7127750081	0.09575801871
1428	0.7127969392	0.0957500958
1429	0.7128479528	0.09573266064
1430	0.7129850491	0.09569698971
1431	0.7130160832	0.09568422713
1432	0.7131744561	0.09564275907
1433	0.7132396385	0.09562615634
1434	0.7132707483	0.09561406241
1435	0.7133666581	0.09558710012
1436	0.7136086146	0.09552637609
1437	0.7137618691	0.09549355698
1438	0.7137691167	0.09549009452
1439	0.7140097926	0.09543688048
1440	0.7140251552	0.09543101351
1441	0.7140758447	0.09541770407
1442	0.7142030938	0.09539073864
1443	0.7142240151	0.09538313037
1444	0.7142336624	0.09537483314
1445	0.7142746454	0.09536058763
1446	0.7143138936	0.09534615784
1447	0.7143298043	0.09534036126
1448	0.7145284291	0.09528772231
1449	0.7145212989	0.09528136625
1450	0.7145354605	0.09527680046
1451	0.7145357576	0.09527474413
1452	0.7145713505	0.09526675833
1453	0.7145839913	0.09526092674
1454	0.714683082	0.09522747271
1455	0.7147269655	0.09521622243
1456	0.7147862339	0.09518962095
1457	0.7148755127	0.09516453798
1458	0.7149272436	0.09515608818
1459	0.7150398155	0.09512095727
1460	0.715111668	0.09510239697
1461	0.7151543141	0.09508988235
1462	0.715244745	0.09506665751
1463	0.7153253466	0.09504211075
1464	0.715369734	0.09502794561
1465	0.7155300484	0.09499269736
1466	0.7155810488	0.09498626378
1467	0.7156896394	0.0949535109
1468	0.7157416338	0.09494060801
1469	0.7157641104	0.0949331879
1470	0.7157826858	0.09492256224
1471	0.7158572405	0.09489896383
1472	0.7158980554	0.0948889631
1473	0.7160750213	0.09485533278
1474	0.7161160952	0.09484442699
1475	0.7163260322	0.09478067435
1476	0.7164971264	0.09473559105
1477	0.7165619376	0.09471925284
1478	0.7165792119	0.09470237165
1479	0.7166078305	0.09468985208
1480	0.7166132175	0.0946847514
1481	0.7166227809	0.09467732477
1482	0.7166915999	0.0946580522
1483	0.7167344848	0.09463672756
1484	0.7167366723	0.09463431367
1485	0.716758463	0.09462519354
1486	0.7168248854	0.0946038665
1487	0.7168425736	0.0945985892
1488	0.7168939952	0.09457661657
1489	0.7170060903	0.09454866965
1490	0.7170190709	0.09454469459
1491	0.7171925048	0.09450282701
1492	0.7172152216	0.09449655991
1493	0.7172963395	0.09447474785
1494	0.7173686483	0.09445484461
1495	0.7173917857	0.0944475114
1496	0.7173956793	0.09444452298
1497	0.7176554919	0.09437611261
1498	0.7176910993	0.09436143069
1499	0.7177605209	0.09434567084
1500	0.7178290354	0.09432288836
1501	0.7179343085	0.09428822477
1502	0.7179661902	0.09427655729
1503	0.717980442	0.09426729841
1504	0.7181050741	0.09423389894
1505	0.7181441744	0.09422232664
1506	0.718267206	0.09419371235
1507	0.7182775061	0.09418890349
1508	0.7183263288	0.09416952963
1509	0.7184088186	0.09415485725
1510	0.7185131571	0.09412474149
1511	0.718533837	0.09411523822
1512	0.7187162935	0.09408831725
1513	0.7187582445	0.09407111286
1514	0.7188960386	0.09404948016
1515	0.7189356794	0.09403278216
1516	0.7189621967	0.09402094543
1517	0.7190234024	0.0940038896
1518	0.7191444948	0.0939698943
1519	0.7191845717	0.0939610183
1520	0.7193502901	0.09392056773
1521	0.7196420481	0.09385585154
1522	0.719648297	0.09385164155
1523	0.7197040587	0.09384121213
1524	0.7197762292	0.09382042149
1525	0.7198343214	0.0937987656
1526	0.7198350138	0.09379706572
1527	0.7198619445	0.09378737265
1528	0.7199075878	0.09377421341
1529	0.7199674558	0.09376033651
1530	0.7200123228	0.09374487181
1531	0.7200443561	0.09373218361
1532	0.7200571713	0.09372694706
1533	0.7201244553	0.09371016405
1534	0.7201433355	0.09369881682
1535	0.7201901896	0.09368542887
1536	0.720283548	0.09365908432
1537	0.720351894	0.09364204207
1538	0.720393252	0.09362831161
1539	0.7204402694	0.09361776476
1540	0.7204495793	0.09361245218
1541	0.7205338289	0.09358891554
1542	0.7205722423	0.09358100081
1543	0.7206569077	0.09356567335
1544	0.7206700502	0.09355820573
1545	0.7206905717	0.09354928828
1546	0.7207220168	0.09354038304
1547	0.7207863924	0.09352302333
1548	0.7208104168	0.09351087907
1549	0.7208594185	0.09349478611
1550	0.720860692	0.09349128822
1551	0.7209540916	0.09345917645
1552	0.7211379467	0.09339760359
1553	0.7211704305	0.09338887468
1554	0.7212303658	0.09336780887
1555	0.7213508992	0.09334428055
1556	0.7213786254	0.09333768299
1557	0.7214905583	0.09329534271
1558	0.7214906944	0.09329468932
1559	0.7214979553	0.09329060153
1560	0.7215674394	0.09326731922
1561	0.721693523	0.09323512269
1562	0.7217570236	0.09321916919
1563	0.7217700051	0.09321363223
1564	0.7217649028	0.09320709533
1565	0.7217819675	0.09320201419
1566	0.7217897992	0.09319664759
1567	0.7219788531	0.09314330729
1568	0.7220676811	0.09310981898
1569	0.7221138532	0.09310019276
1570	0.7222358017	0.09307642908
1571	0.722357984	0.09305189172
1572	0.722429425	0.09303074917
1573	0.7224971102	0.09301666475
1574	0.7225533753	0.09299593654
1575	0.7226259433	0.09298197874
1576	0.7227245563	0.09294456117
1577	0.7227983148	0.09291570531
1578	0.7228037978	0.09291193609
1579	0.7228222681	0.09290295592
1580	0.7229315303	0.09287725481
1581	0.7229454356	0.0928692682
1582	0.7229703412	0.09286337106
1583	0.7230676867	0.09282924833
1584	0.7231268562	0.09281427598
1585	0.723136512	0.09281106592
1586	0.7231432275	0.09280824573
1587	0.723173885	0.09279340927
1588	0.7233301324	0.09277090894
1589	0.7233583151	0.09275868883
1590	0.7234222609	0.09274062163
1591	0.7234656714	0.09272801508
1592	0.7235129508	0.09271157158
1593	0.7235334445	0.09270526558
1594	0.7235926639	0.09268777976
1595	0.7237422073	0.09264950272
1596	0.7237562733	0.09264387888
1597	0.7238260227	0.09262784537
1598	0.723828583	0.09262584176
1599	0.7239100884	0.09260193024
1600	0.7240155451	0.09257346769
1601	0.7240342374	0.09256648901
1602	0.7241925204	0.09253804237
1603	0.7242891272	0.09251897513
1604	0.7243446826	0.09250304841
1605	0.724389222	0.09249207807
1606	0.7244327545	0.09247874968
1607	0.7244371766	0.0924753183
1608	0.7244600187	0.09246562019
1609	0.7244655859	0.0924623731
1610	0.7245761493	0.09244186468
1611	0.7246332617	0.09242666182
1612	0.7247508171	0.09238951481
1613	0.7248637413	0.09236413597
1614	0.7249230004	0.09234671692
1615	0.7250395124	0.09230757798
1616	0.7250950747	0.092295392
1617	0.7251280907	0.09228388912
1618	0.725139063	0.09227598231
1619	0.7251579926	0.09226492159
1620	0.7251697853	0.09225985801
1621	0.7251718209	0.09225635822
1622	0.7252099765	0.09224144119
1623	0.7253164689	0.09220107422
1624	0.7253693687	0.09218498837
1625	0.7254174697	0.09217009693
1626	0.7254217476	0.09216749113
1627	0.7254469151	0.09215903729
1628	0.7254967539	0.09214758715
1629	0.7255080237	0.09214238676
1630	0.7255273918	0.09213147176
1631	0.7255699122	0.09211269697
1632	0.7256773273	0.09208112606
1633	0.7256875483	0.09207158327
1634	0.7257515811	0.09204947433
1635	0.7257562564	0.09204721697
1636	0.725810597	0.09203207907
1637	0.7258609143	0.09202158414
1638	0.7258829639	0.09200818131
1639	0.7259081047	0.09200042654
1640	0.7260634827	0.09196543867
1641	0.7262858844	0.09191329736
1642	0.7263345231	0.09189883031
1643	0.7263512159	0.0918921755
1644	0.7263562464	0.09188821158
1645	0.726426639	0.09186791646
1646	0.7265319588	0.09183650346
1647	0.7265491284	0.09183149057
1648	0.7265632342	0.09182460917
1649	0.7265844203	0.09181608891
1650	0.7266528039	0.09179087261
1651	0.7266679886	0.09178537195
1652	0.7267676683	0.09176098766
1653	0.7269826838	0.09172839652
1654	0.7269942332	0.09172242809
1655	0.7269960217	0.09172130979
1656	0.7270244137	0.09171322209
1657	0.7270841466	0.09169284413
1658	0.727174188	0.09166571965
1659	0.7271751709	0.09166466087
1660	0.7272969828	0.09164856474
1661	0.7273695113	0.091622884
1662	0.7273977516	0.09161198841
1663	0.7274129857	0.09160360138
1664	0.727457463	0.09158987343
1665	0.7274910427	0.09158063237
1666	0.728034655	0.09153259529
1667	0.7280748822	0.09152366981
1668	0.7281512373	0.0915044843
1669	0.7282812232	0.09147061673
1670	0.728282036	0.09146872737
1671	0.7283232045	0.09145243112
1672	0.7283362378	0.09144374971
1673	0.7283650676	0.09142949442
1674	0.7287244882	0.09135042048
1675	0.7288327597	0.09132590033
1676	0.7291143166	0.09125513542
1677	0.7291866552	0.09124267996
1678	0.7293803168	0.09119982735
1679	0.7294030759	0.09117460768
1680	0.7294451009	0.09116530979
1681	0.7294473591	0.09116354637
1682	0.7295597911	0.09113185645
1683	0.7295875761	0.09112243636
1684	0.7295946181	0.09111641035
1685	0.7296226127	0.09110425912
1686	0.7296276037	0.09110025058
1687	0.7296298178	0.09109912698
1688	0.7296652587	0.09108559372
1689	0.7296730194	0.09107935162
1690	0.7296863539	0.09107299925
1691	0.729688291	0.09107154386
1692	0.7297255224	0.0910584493
1693	0.7298681489	0.09102739269
1694	0.7298685927	0.09102527182
1695	0.7299006668	0.09101185389
1696	0.7299083452	0.09100857912
1697	0.7299292341	0.09100051271
1698	0.7299416849	0.09099570486
1699	0.7299432299	0.09099387153
1700	0.7301785257	0.0909349493
1701	0.7301812416	0.09093118718
1702	0.7302547035	0.09091614188
1703	0.7305303845	0.0908539916
1704	0.7305363289	0.09085010539
1705	0.7305508176	0.09084230067
1706	0.730653099	0.09081131493
1707	0.7306684528	0.09080336658
1708	0.7307162804	0.09078816774
1709	0.7308310855	0.09076619798
1710	0.7308822952	0.09074948673
1711	0.7309951506	0.09072484496
1712	0.7310302272	0.09071478148
1713	0.7310821301	0.09069884212
1714	0.7311575545	0.09068054575
1715	0.7311771691	0.09067369409
1716	0.7311883551	0.09066556444
1717	0.7312082723	0.09065682614
1718	0.7312120794	0.09065357854
1719	0.7313148299	0.09061921939
1720	0.7313228722	0.09061692614
1721	0.7314147211	0.09059568512
1722	0.7314196992	0.09059026571
